2000		
70	112	440
20	89	515
67	186	395
72	278	502
8	102	379
46	124	895
2	107	240
81	255	401
16	32	263
45	129	627
73	235	165
72	163	553
47	224	694
28	236	555
99	159	126
6	279	330
82	210	401
26	272	880
89	105	577
72	9	507
44	12	565
29	171	619
80	43	881
83	152	152
54	121	301
59	112	411
84	31	518
93	19	421
72	1	594
65	228	433
42	45	198
88	67	769
36	79	476
63	38	712
92	259	355
44	165	418
4	99	299
98	214	125
25	105	459
47	105	648
49	178	972
65	129	964
57	140	675
24	287	312
85	106	832
93	30	331
18	168	934
48	134	434
70	254	126
31	96	126
30	287	286
35	189	107
31	206	595
2	23	878
41	116	800
85	56	789
3	65	758
91	244	440
33	181	247
65	297	468
30	168	934
81	43	142
66	214	891
7	161	979
4	35	701
34	51	177
26	284	459
81	17	506
76	183	634
0	293	370
48	48	527
83	245	884
74	201	856
24	90	609
18	88	144
44	131	107
23	50	443
27	127	867
75	161	112
70	296	180
14	132	494
49	207	678
99	114	704
94	134	722
36	236	631
45	142	154
70	223	411
82	293	344
29	276	766
54	157	392
39	20	408
99	2	449
54	298	805
43	190	634
45	176	519
65	88	246
18	178	694
60	189	411
7	105	498
86	62	671
90	15	935
25	147	333
13	276	354
43	17	668
99	43	554
91	7	412
4	166	462
67	255	989
78	80	380
61	262	356
27	65	914
67	254	930
12	204	792
34	268	513
64	217	435
67	193	835
55	172	671
81	152	358
93	251	549
87	74	166
42	213	986
40	193	259
40	86	902
51	164	387
95	246	644
56	163	351
100	162	334
84	19	797
86	236	304
54	204	114
73	0	604
31	101	509
99	70	104
20	78	567
99	95	528
68	275	128
9	165	733
87	87	168
29	283	385
61	223	717
41	191	779
11	277	585
18	134	830
65	223	604
86	80	278
88	201	280
97	211	359
97	151	511
36	294	678
0	171	439
22	242	342
91	299	483
80	62	406
64	157	538
44	243	301
92	253	658
65	204	331
89	14	767
44	127	677
97	214	295
13	147	198
24	191	468
47	180	840
53	205	421
41	201	872
28	281	213
31	120	306
64	244	421
1	86	634
21	279	490
19	234	278
62	92	241
52	188	777
41	205	517
8	298	635
53	178	430
86	144	268
43	28	276
59	172	621
25	247	510
26	150	957
76	13	136
4	124	611
30	124	457
72	23	189
73	151	712
93	118	145
23	176	217
10	62	560
94	202	572
91	269	798
64	70	337
49	105	973
17	88	456
59	250	785
25	214	753
18	176	225
60	21	911
32	287	222
44	106	733
38	154	353
76	269	598
74	57	489
3	212	985
55	272	990
33	91	391
94	106	108
99	0	753
35	41	184
83	232	402
20	290	799
66	254	350
37	97	463
4	224	503
24	133	541
68	177	641
19	246	472
65	171	146
24	117	611
82	185	303
74	279	445
91	290	155
35	192	716
95	11	717
37	212	257
10	294	665
27	204	873
97	162	797
80	97	500
77	234	887
84	139	399
40	104	389
95	68	772
66	37	694
53	8	317
76	288	135
67	162	413
92	37	422
33	125	514
35	42	776
85	282	306
97	116	249
7	7	962
14	242	109
20	151	240
86	74	759
96	300	243
46	208	990
4	293	210
85	119	188
55	300	687
69	60	730
83	111	337
84	4	572
45	116	709
12	169	941
81	41	337
11	109	987
30	143	975
17	71	388
51	227	173
26	238	131
90	62	431
40	198	883
22	27	286
10	119	479
79	39	322
41	206	364
97	162	269
61	159	695
60	295	287
13	159	632
27	156	260
66	55	653
42	196	698
41	79	691
61	177	899
82	9	597
2	300	888
72	298	197
2	127	220
8	200	402
73	249	686
18	73	842
71	34	386
2	25	856
57	135	288
74	161	787
6	290	523
90	77	451
16	201	737
89	286	596
95	1	841
3	266	183
59	124	447
29	69	527
56	27	833
91	281	764
48	125	704
55	33	637
48	168	180
58	139	223
41	20	822
72	184	801
97	211	433
10	277	700
87	272	331
52	226	574
69	129	788
2	182	294
73	4	363
62	120	652
90	285	658
72	233	149
98	258	894
56	3	700
65	250	740
38	95	534
66	188	799
57	3	389
31	50	394
34	210	818
94	108	524
5	103	353
46	168	371
29	23	138
62	149	305
77	34	794
90	43	511
14	70	148
18	185	780
60	6	287
100	188	624
64	175	953
46	293	640
39	36	280
58	243	767
33	96	242
46	114	898
38	108	985
84	96	393
1	67	614
77	179	983
22	142	670
2	120	593
73	288	433
48	14	104
39	113	841
75	107	992
75	136	147
64	279	927
99	264	298
55	141	380
56	153	179
85	17	701
61	220	748
62	8	995
3	195	908
80	268	107
75	141	469
90	65	643
66	74	273
41	273	585
10	93	549
48	123	595
79	133	928
98	42	189
19	84	132
70	162	979
34	268	678
91	5	707
62	17	327
92	276	199
96	151	540
17	188	294
23	190	336
80	58	783
12	175	199
14	66	208
85	2	593
52	124	286
10	147	758
47	65	641
96	233	332
74	65	392
32	18	447
93	212	480
16	260	802
2	16	649
78	23	338
55	133	441
99	29	960
8	79	237
26	138	607
45	51	692
58	210	977
17	238	341
66	214	462
78	191	852
22	247	731
77	124	118
62	5	630
12	15	585
75	111	141
55	142	152
3	75	394
73	62	573
59	227	667
9	214	167
74	160	428
40	50	721
56	289	191
26	124	902
87	299	881
97	248	694
94	282	648
71	43	704
38	178	526
61	7	106
53	210	760
66	20	618
46	217	949
35	110	261
67	132	910
88	16	230
73	103	242
49	163	116
78	122	936
5	32	849
27	209	615
42	194	907
88	151	777
2	87	628
83	89	654
36	229	459
57	43	579
97	41	718
78	184	399
28	298	324
82	52	122
91	111	151
38	130	523
27	206	751
62	201	135
85	222	841
62	272	803
20	188	418
35	282	306
8	116	620
22	216	329
93	161	969
63	242	783
33	119	259
56	294	377
61	215	273
37	295	890
40	127	447
60	134	847
81	102	119
50	118	361
94	24	229
50	95	849
46	24	595
94	184	511
22	269	619
28	274	385
7	273	850
99	0	744
60	47	622
58	119	138
16	38	633
55	77	756
19	236	987
76	169	574
54	269	530
74	14	735
33	262	453
17	252	702
76	51	791
58	277	759
5	66	442
55	32	816
7	232	336
43	114	379
79	182	787
7	194	910
42	90	922
22	228	564
24	281	786
34	178	570
79	170	744
58	95	685
4	191	806
29	5	722
18	77	712
9	120	411
70	235	638
65	52	941
57	51	968
85	112	177
55	124	798
35	275	478
2	213	301
29	298	778
23	80	215
74	165	137
16	193	216
74	135	671
19	121	532
17	222	456
3	158	163
42	137	896
83	13	889
6	217	504
98	146	726
34	239	193
60	164	160
57	6	156
17	65	327
96	120	398
72	195	169
84	269	479
43	180	172
70	275	744
91	37	767
30	43	206
38	145	447
72	91	129
91	177	142
82	140	651
53	212	929
77	150	790
36	223	256
13	23	904
77	169	633
76	198	330
38	152	882
15	232	535
71	13	801
15	298	117
100	82	998
68	126	734
36	51	201
41	107	955
26	59	755
8	36	683
70	46	841
63	139	759
12	162	615
85	235	196
37	178	611
7	125	595
31	136	701
60	207	165
26	220	831
91	293	666
18	31	659
93	53	994
5	145	875
72	263	956
34	255	835
42	137	676
58	213	642
1	293	241
70	8	458
61	117	153
19	50	537
50	247	771
92	217	866
35	283	131
89	270	140
90	198	567
66	133	180
11	47	509
92	288	688
56	192	974
54	165	406
50	239	813
16	80	877
49	183	717
46	292	741
95	153	122
93	164	331
48	83	535
51	275	687
79	96	728
10	274	999
3	68	798
47	241	551
81	281	671
47	4	358
9	239	377
3	206	831
57	31	358
44	53	814
23	128	979
83	120	771
72	101	511
37	285	736
61	222	775
91	10	269
61	249	252
32	270	568
67	297	945
92	135	445
76	209	105
9	79	807
39	230	867
4	198	527
48	194	767
26	262	813
33	216	109
39	185	545
9	96	377
69	106	298
100	46	213
49	273	549
29	81	456
89	179	958
10	158	862
62	59	110
30	232	731
72	215	759
32	26	460
15	225	826
59	252	679
97	288	897
4	1	167
93	270	637
44	151	143
21	191	547
96	249	682
47	102	470
47	208	270
93	197	302
81	184	452
34	48	304
4	44	657
42	131	119
78	10	540
52	149	647
75	289	914
69	54	794
52	202	697
67	185	426
74	59	172
84	159	967
92	246	930
15	208	394
73	156	471
2	36	788
37	222	642
88	123	480
12	262	648
39	204	174
68	80	970
3	127	612
62	266	124
34	44	826
77	46	198
88	189	259
73	135	465
21	22	895
94	59	434
43	113	362
36	286	266
43	190	676
82	67	219
13	120	590
100	111	411
7	103	330
27	273	940
21	53	452
96	234	766
8	93	814
92	300	547
39	184	744
10	138	642
1	120	820
21	236	597
7	288	348
41	206	190
9	272	461
93	110	563
69	257	316
22	283	576
55	250	930
19	231	206
28	101	427
70	127	653
1	284	865
80	212	336
2	27	830
61	83	704
2	31	176
56	168	433
97	121	178
13	299	738
77	0	366
30	231	133
0	38	283
53	141	493
32	278	158
85	96	929
36	56	936
4	147	720
18	196	880
17	83	192
56	109	763
42	225	328
18	52	324
73	206	961
39	133	362
36	15	585
70	242	871
49	273	896
8	197	648
61	144	452
7	34	460
58	132	747
36	83	854
78	241	953
95	198	469
89	151	902
51	214	221
90	3	970
96	0	332
48	84	712
88	198	673
4	134	359
98	184	513
98	183	827
52	6	160
24	24	741
10	174	217
98	10	914
87	258	186
97	269	946
97	8	201
